nodenumber,x-coordinate,y-coordinate,temperature
8530,1.409041,0.745106,299.270839
8531,-1.737492,1.380954,317.346691
8532,-2.164528,1.479913,303.258436
8533,-0.110682,-1.640087,298.799980
8534,0.534914,-0.417042,296.751310
8535,0.720187,0.928376,299.419686
8536,1.012778,-0.092898,311.457648
8537,0.162056,-1.395318,312.223937
8538,-0.921586,0.721704,306.184760
8539,0.854456,2.890965,299.949881
8540,-0.844390,0.969139,298.790683
8541,-1.256776,0.195765,296.424253
8542,1.647790,0.393969,311.401838
8543,-2.372247,-1.284753,326.328227
8544,2.372294,-1.846270,300.751502
8545,-1.377202,-1.789372,320.299860
8546,0.187128,-1.484226,305.000000
8547,-1.323438,-2.092551,302.814794
8548,-2.221474,1.321934,319.387902
8549,2.749453,-1.007479,304.553231
8550,1.966564,1.074383,298.064666
8551,0.757595,-1.016469,324.029825
8552,-2.029435,2.773816,301.420931
8553,-1.720919,1.019422,311.826206
8554,1.130997,0.932991,296.109024
8555,-2.546804,1.533679,295.791617
8556,-1.311200,-1.443571,318.788592
8557,-0.031329,2.743807,299.860244
8558,-1.829590,-0.111729,324.512040
8559,0.850485,-0.903880,314.342228
8560,-0.024987,-1.272843,300.801974
8561,0.535743,-2.057056,296.536475
8562,0.226793,-1.162167,299.672997
8563,2.909145,-1.113360,306.014173
8564,0.657351,-1.372220,307.685176
8565,1.927668,-2.743234,304.762984
8566,1.711068,-2.080489,300.178806
8567,0.556466,-1.959077,330.344950
8568,1.934947,2.453522,302.062642
8569,-0.166348,2.889775,300.831293
8570,-1.898118,2.272392,304.326195
8571,0.970627,1.576777,304.394157
8572,-1.729284,0.187077,315.136601
8573,2.697307,1.248055,304.273482
8574,-1.644431,1.146062,318.017319
8575,-0.134065,2.340732,298.442210
8576,0.767130,1.734530,324.801153
8577,-1.763744,1.243773,318.862952
8578,1.660586,-2.274495,300.050050
8579,2.612651,0.541515,301.901536
8580,2.826758,1.430675,311.310033
8581,1.667739,0.566314,298.133940
8582,-2.664277,-0.018639,297.723348
8583,1.925237,-1.451268,301.115538
8584,-2.012574,2.548511,295.259372
8585,2.042828,-2.970127,297.769138
8586,2.104994,-2.109922,324.301232
8587,-0.199312,0.884413,299.406145
8588,2.763134,-0.264310,295.230373
8589,-2.640177,-2.787417,296.724579
8590,2.333266,-2.127829,299.755823
8591,-1.831579,-2.602426,309.369679
8592,-1.159023,-0.474455,297.525433
8593,-0.236736,-1.514163,315.525430
8594,-0.353074,2.494314,300.597777
8595,-2.269942,1.028700,321.324607
8596,-0.071720,2.681003,298.320427
8597,1.535142,0.704930,324.572572
8598,1.652248,-0.595219,301.689277
8599,0.262017,1.934757,295.833383
8600,2.323098,2.537601,317.177976
8601,-1.736545,-1.596171,323.671669
8602,2.661389,-0.086228,298.422702
8603,-1.962826,-0.720828,316.894776
8604,2.277219,1.131160,325.536400
8605,1.682978,0.977544,329.380459
8606,-2.154216,-0.860528,322.184857
8607,0.096236,-0.351165,300.495719
8608,0.440859,-1.319074,318.440031
8609,-1.220411,1.245639,305.000000
8610,-1.192152,0.281249,296.292129
8611,1.388387,1.093986,317.285941
8612,-0.087468,-0.426618,299.578195
8613,0.989378,2.358359,311.305752
8614,0.298377,-2.482131,299.465935
8615,-1.084627,0.682787,324.504505
8616,0.713067,0.652306,312.941767
8617,-0.490340,-2.445870,297.495746
8618,-1.202949,-0.714060,302.017290
8619,-0.589280,2.391159,298.778967
8620,-0.285274,-1.127498,297.857260
8621,1.286276,0.555196,301.618863
8622,-2.013999,0.214765,295.384938
8623,-1.499415,1.441387,330.449535
8624,0.206168,-1.698214,309.666632
8625,2.395646,-2.281276,323.790309
8626,1.421729,1.962285,298.965027
8627,2.777173,-0.985672,299.605676
8628,-2.387251,-0.603792,310.910730
8629,-0.153569,-1.469933,312.097083
8630,-2.502514,-0.988939,305.000000
8631,-1.961449,-2.510470,299.148535
8632,-2.747735,2.309736,333.062697
8633,2.023882,0.826936,300.676104
8634,0.303429,-0.207751,314.124422
8635,1.787664,-1.300647,301.207855
8636,1.141561,1.271238,305.000000
8637,1.736590,0.961641,325.289412
8638,0.997506,0.173505,322.226491
8639,-1.509200,-0.482664,302.934815
8640,1.624793,-0.848116,297.132188
8641,2.050683,2.942951,302.759624
8642,0.452940,-0.532141,296.672825
8643,-1.292862,-0.226491,301.372806
8644,0.839826,0.537340,299.506670
8645,2.085889,2.367725,302.929763
8646,1.900854,2.973972,301.114528
8647,-1.840349,1.294702,320.995281
8648,1.008970,-1.588241,295.907032
8649,0.891339,1.726307,299.543151
8650,-0.312900,-2.430538,299.985752
8651,-2.982538,-2.644662,297.810557
8652,-1.880095,1.444312,321.702992
8653,-2.370955,1.035592,296.202730
8654,0.843627,-0.691764,300.126531
8655,-2.253914,-1.173506,301.466659
8656,1.549855,-0.804082,298.686350
8657,0.917066,2.193596,296.057055
8658,-2.066533,-0.621329,315.965315
8659,-0.837731,-0.438587,326.030402
8660,2.348634,-1.587733,300.524950
8661,-2.106593,2.542213,301.080650
8662,0.125400,-1.759287,325.428310
8663,2.106086,0.501727,327.618638
8664,0.535934,-1.623356,313.200074
8665,-0.237380,-0.069815,301.563276
8666,0.300850,2.315563,301.889128
8667,-1.615666,2.960003,297.641085
8668,2.077315,-0.452866,295.539066
8669,1.783342,-1.613102,332.993673
8670,-2.502345,-0.236875,298.230544
8671,-2.368222,-1.123663,326.369306
8672,0.025522,-0.343992,319.261535
8673,0.601921,2.861560,300.907738
8674,-1.417921,-2.534117,299.856661
8675,-1.756158,0.471450,304.015475
8676,-0.739662,2.471372,295.019424
8677,1.816415,1.805451,302.081814
8678,0.691972,-1.075730,320.171289
8679,2.196532,-1.882643,301.937370
8680,2.876790,-0.519134,304.595961
8681,1.727041,0.809593,299.955727
8682,1.298046,1.090718,322.551033
8683,-2.788835,0.348112,298.100965
8684,1.210098,0.691111,310.602769
8685,-2.142013,-1.187340,312.161855
8686,0.875542,-0.951451,301.381059
8687,-1.199738,0.760986,302.969236
8688,1.155661,0.436755,321.225665
8689,-1.220383,1.096808,300.625495
8690,-2.893431,2.251503,302.003495
8691,2.341066,0.074317,298.312330
8692,0.917402,-2.010676,301.049278
8693,-2.461086,2.660764,311.836657
8694,-1.314169,-1.952794,298.892665
8695,-1.534214,-0.963276,311.828214
8696,1.925097,-2.364206,297.990221
8697,-2.140198,2.706008,297.943875
8698,-2.836926,1.820797,306.981777
8699,1.160424,0.814481,305.000000
8700,0.076246,2.056864,298.880509
8701,0.457235,-0.230208,299.333221
8702,-1.296064,2.192139,303.596218
8703,-1.802328,1.184450,306.666548
8704,0.763189,-0.629630,313.321079
8705,2.820104,-0.318957,299.980256
8706,0.757137,0.356019,326.220473
8707,-0.342377,0.595761,320.778014
8708,0.490354,-1.078016,308.890157
8709,-2.789208,-1.552950,299.928611
8710,1.344035,-1.100808,317.762610
8711,2.457781,-2.229442,301.887049
8712,-1.452450,-0.591050,315.310322
8713,-0.488327,2.778781,309.221724
8714,2.146715,0.053127,295.000000
8715,-2.389942,-0.181071,301.517374
8716,-2.574741,-1.872931,300.691796
8717,2.975233,1.021323,303.618388
8718,0.925749,1.055093,300.013508
8719,-1.670699,-1.259267,323.549229
8720,0.728524,0.940815,307.606107
8721,-1.171121,-0.755319,300.483922
8722,1.321189,-1.379108,305.000000
8723,1.188570,-1.579720,306.379392
8724,0.870133,-0.756528,299.012280
8725,1.058948,-0.070223,302.295463
8726,2.711626,0.366266,297.670921
8727,-0.466160,-1.851800,311.475914
8728,-1.822506,0.136739,299.948663
8729,2.908282,-2.412100,300.166675
8730,1.928640,-2.305342,302.091651
8731,-0.373181,0.390412,298.287800
8732,-2.341298,-2.680064,300.583044
8733,1.779750,1.160923,296.062931
8734,0.513563,-1.664043,319.795843
8735,-1.957715,-2.619691,319.025597
8736,-1.686457,0.979946,305.137652
8737,1.462356,-1.500842,300.746795
8738,-0.448170,-1.590479,302.383106
8739,-0.453080,-2.306018,301.895456
8740,0.384512,-1.504878,299.052327
8741,0.466380,-2.230002,314.281254
8742,1.365949,-0.452842,322.214047
8743,-0.498791,-1.587279,305.365651
8744,0.860713,-1.178158,311.544322
8745,-1.959674,-2.961951,297.241600
8746,2.637333,-1.405970,300.503815
8747,-1.947788,-0.766221,312.585321
8748,2.674868,2.276298,315.940545
8749,2.656904,0.797416,295.000000
8750,-2.238787,-1.372963,303.694527
8751,0.080435,1.464921,299.107120
8752,1.465885,0.074944,297.434420
8753,-1.850211,-0.923949,312.935832
8754,2.822151,0.663828,299.718034
8755,0.597443,-2.485239,307.550462
8756,1.323711,0.714912,306.377672
8757,-2.285208,-1.246721,305.000000
8758,0.882902,-1.583365,310.970410
8759,-1.323024,-2.162852,296.129347
8760,-1.415666,0.251113,316.716964
8761,-1.501114,0.886764,320.031432
8762,1.315611,-2.240839,309.945711
8763,0.364991,0.720795,298.839859
8764,-1.336775,-0.182190,295.000000
8765,-2.243818,1.187487,311.616865
8766,-2.233797,-1.048903,311.297768
8767,0.781137,0.914160,317.321534
8768,-1.444831,-0.679296,317.769491
8769,-0.621052,-1.239379,298.134316
8770,-1.959722,1.512566,309.445770
8771,0.843922,0.343033,305.000000
8772,-1.968743,-1.576387,302.086662
8773,0.066585,0.069483,298.035632
8774,0.764472,-0.883220,320.872645
8775,-1.443935,-0.497620,316.810708
8776,1.083807,1.656300,300.031822
8777,-2.493518,-1.884278,299.100151
8778,2.489724,-1.459045,300.182027
8779,0.989384,1.196354,318.746604
8780,-2.777357,-1.828056,300.324662
8781,1.748125,0.471078,307.159703
8782,0.945708,1.799379,304.890990
8783,0.508201,-0.830708,321.014734
8784,1.119836,0.865956,321.995553
8785,-1.887936,-0.918388,316.301957
8786,0.286624,-1.388661,308.460742
8787,0.636431,-0.290020,300.414436
8788,0.737596,0.695801,324.008330
8789,-0.606578,1.417828,334.354322
8790,-1.856201,2.133121,303.481953
8791,2.912549,-1.080029,305.880937
8792,-0.678782,-1.932907,296.904160
8793,1.010824,0.949115,321.445343
8794,0.824154,0.380314,317.796297
8795,-1.248177,-0.983948,301.483532
8796,-1.421634,1.435453,328.243905
8797,2.408407,-0.821456,304.903822
8798,-1.497927,1.198661,317.437279
8799,-0.168743,0.617185,298.100290
8800,-2.787243,1.386780,325.179903
8801,1.209463,0.345912,315.797819
8802,-2.445311,1.112619,315.171701
8803,-2.654930,1.276753,299.812142
8804,0.331505,-0.515134,297.404488
8805,-1.794413,-1.626170,300.137234
8806,0.983397,2.173232,301.151373
8807,0.350425,-0.454668,310.427202
8808,2.001642,1.200770,298.316925
8809,-2.397749,-1.390993,298.030264
8810,2.182692,2.781379,300.087468
8811,2.053101,2.854514,298.805568
8812,-0.326323,0.888307,301.096530
8813,1.003280,0.751868,311.715109
8814,-1.406611,-1.896224,298.522620
8815,2.528779,2.764780,297.084273
8816,-1.428558,1.028752,300.438167
8817,-0.647823,2.429577,325.346849
8818,-0.432616,1.165098,302.602134
8819,-1.820598,1.266590,299.981680
8820,0.486016,-1.650996,321.629623
8821,0.304167,2.160755,298.982257
8822,-1.662988,-0.852214,297.782279
8823,-1.898861,0.444266,320.154114
8824,-1.364760,-1.133436,318.021714
8825,1.951888,-1.857268,296.164884
8826,1.476229,-1.072729,302.007217
8827,-2.200640,1.716974,303.986569
8828,-2.457732,2.270142,301.801822
8829,-2.170983,-1.097158,304.819838
8830,0.172603,1.054349,299.964088
8831,0.620070,-2.091732,305.000000
8832,2.556110,2.536069,306.055359
8833,-1.860016,-1.748979,295.434320
8834,1.492600,-1.627087,300.757077
8835,-0.502660,1.994851,300.144902
8836,1.343656,0.859602,318.465662
8837,-1.188803,0.183372,298.313129
8838,0.488199,1.684713,324.720652
8839,2.121596,-0.855188,302.360447
8840,1.690884,1.438058,297.023109
8841,2.583175,-0.393984,299.687534
8842,0.401001,-2.164467,298.833477
8843,0.885743,-2.311484,298.093795
8844,-0.043446,-1.475907,308.413637
8845,-0.062622,2.715605,308.348958
8846,0.466118,-0.549020,316.518780
8847,-1.375159,1.153560,301.491421
8848,0.319552,-1.412297,300.350536
8849,-2.302486,-1.288563,322.454731
8850,-2.107216,0.823142,304.274009
8851,-1.838101,-1.231157,328.558870
8852,0.149748,-1.114414,310.463944
8853,1.410807,-0.243790,297.941985
8854,-2.048705,1.353390,322.838959
8855,1.131528,0.773555,314.786761
8856,-0.481955,-0.082991,299.839133
8857,-1.299238,0.512612,296.298184
8858,2.559184,-2.680152,301.278397
8859,1.510804,-1.443531,318.680433
8860,-0.783020,0.868438,305.000000
8861,-1.242199,-2.441129,301.674152
8862,2.144794,-1.990247,302.574185
8863,-2.000247,-0.214674,302.600098
8864,2.955088,-1.555977,307.164977
8865,-1.113798,-2.003433,295.000000
8866,1.883203,1.171882,298.882734
8867,-1.406633,1.142047,297.973694
8868,1.670511,1.888628,298.064027
8869,-1.140269,1.453739,301.095789
8870,2.476292,-1.029263,297.214045
8871,-0.058791,-1.521772,305.000000
8872,-1.337493,0.208694,295.000000
8873,-1.372499,-2.360050,300.962416
8874,1.914839,-2.087477,299.196285
8875,1.362438,0.971331,323.422836
8876,-0.667229,-0.360257,300.991900
8877,-0.874493,0.422826,300.095167
8878,-1.012931,-0.393911,299.465032
8879,-1.570457,-2.244044,299.065342
8880,-0.500645,0.724833,303.196340
8881,-0.099411,-1.111922,301.471933
8882,-2.700544,2.435985,298.827568
8883,-0.997511,1.156751,325.748386
8884,-0.291984,2.751098,305.026640
8885,1.583119,2.682545,300.730298
8886,-0.257676,2.325998,306.272152
8887,-2.333764,-1.368681,327.160294
8888,0.306512,1.869837,303.247227
8889,2.981943,-0.874091,297.524914
8890,1.958503,1.545300,297.347177
8891,0.005450,-0.218086,326.488712
8892,-2.415950,1.108005,300.586422
8893,0.526988,-1.127995,307.055618
8894,1.778890,2.096034,302.924217
8895,-0.176489,0.514350,298.475378
8896,-2.923628,-0.728220,301.975897
8897,2.558783,-0.482236,312.695464
8898,-2.586730,-0.884811,323.669826
8899,2.771712,-1.031731,321.826774
8900,2.146576,1.345847,311.621571
8901,-2.393117,-2.249043,298.675109
8902,0.510759,-1.655481,301.611012
8903,-0.024569,1.893890,302.817144
8904,-1.631583,1.505937,299.100081
8905,-1.941636,0.695790,315.327261
8906,0.687122,-2.459445,301.848660
8907,-1.385446,-1.059619,300.866497
8908,-0.320111,-2.575261,301.532789
8909,-0.099886,-1.308392,324.562201
8910,-2.193547,1.132301,323.192892
8911,-1.735062,-0.458022,321.243390
8912,-2.519234,-2.856273,299.646986
8913,-1.058957,1.196876,310.709533
8914,-1.907130,2.796842,302.832506
8915,-0.489095,2.606946,300.042035
8916,2.020832,1.124026,330.393676
8917,-2.538151,0.868841,300.848296
8918,2.239779,0.676021,302.067480
8919,-1.548892,0.462661,296.296569
8920,-2.552112,-0.097646,312.449708
8921,1.080412,2.658562,295.000000
8922,-2.861511,-1.208762,306.595413
8923,1.540734,-2.206774,311.966424
8924,-1.449754,0.819964,302.260483
8925,-0.880943,1.385748,295.000000
8926,0.619852,-1.030942,327.308706
8927,1.947007,-2.508961,296.668041
8928,-2.097266,-1.949417,296.664718
8929,-2.724731,1.505603,300.944309
8930,0.921618,2.028955,321.429534
8931,1.055655,1.399218,305.000000
8932,-0.064112,0.622925,298.785663
8933,-1.301651,2.413023,321.151406
8934,-0.635589,-2.108839,297.252196
8935,-0.607819,0.932659,305.000000
8936,-1.183210,-0.508665,297.506170
8937,1.783258,-2.926016,299.165825
8938,1.332824,0.894221,329.430292
8939,-1.588473,1.494253,299.433247
8940,-2.966048,0.491517,298.351123
8941,0.177852,-1.094120,319.170986
8942,1.190357,1.565051,316.003953
8943,-2.796795,1.127322,315.107061
8944,-2.883045,1.095312,297.690978
8945,-2.144334,-0.795153,301.746132
8946,-1.459509,1.672830,305.463523
8947,-2.140409,-1.588081,300.695511
8948,-0.511444,2.341798,300.760227
8949,-0.863473,1.521551,332.565871
8950,-1.023105,-0.173009,299.234806
8951,-1.405101,0.327105,298.642249
8952,-0.092816,-1.570858,316.687638
8953,2.502479,0.560206,301.986662
8954,0.683521,1.534836,303.479119
8955,1.633679,0.884121,317.198691
8956,2.039054,-2.654589,298.351632
8957,-2.480286,2.342910,303.593133
8958,1.018580,-0.516328,303.271377
8959,-1.773304,-1.290800,301.281675
8960,0.442684,0.563765,303.121365
8961,1.209594,1.084406,320.764791
8962,-0.547569,0.919747,301.136881
8963,-1.964860,-1.489802,297.779467
8964,0.537533,-1.563855,320.365384
8965,1.773762,0.671169,310.069934
8966,-2.541889,0.863408,298.881793
8967,1.463792,1.932743,300.294759
8968,2.536326,-2.896563,297.792048
8969,-1.312235,0.929334,300.123424
8970,2.520824,-1.028071,295.325135
8971,-1.974577,-0.766448,314.395959
8972,1.862365,0.316292,325.002364
8973,-2.276554,-0.446266,321.211610
8974,-1.622271,-0.844170,318.407031
8975,0.344282,-1.608952,318.384965
8976,2.863767,0.147207,301.757152
8977,0.576675,1.300035,299.249364
8978,0.971904,0.040207,299.549604
8979,-1.628199,1.683201,300.386451
8980,1.708900,0.444261,324.414950
8981,0.917317,0.587451,310.595455
8982,0.541386,2.651463,297.725515
8983,-1.709420,1.508549,319.255202
8984,-2.360308,1.247754,301.333345
8985,0.710079,2.109088,300.897941
8986,0.209456,-0.851812,312.333933
8987,-1.582805,0.966030,310.484549
8988,-2.657156,0.284655,297.840766
8989,2.178776,0.641295,296.576719
8990,-0.600813,2.705187,299.293241
8991,-2.206333,1.919305,306.361999
8992,0.576103,1.792197,302.352429
8993,-1.564727,-1.014413,314.935368
8994,1.104203,-0.438148,299.402649
8995,-2.160698,-0.838112,311.886345
8996,-2.743438,2.810661,296.383077
8997,0.753686,0.809850,320.667413
8998,-1.680516,0.227012,312.246094
8999,0.344169,-2.489135,303.024715
9000,-2.625607,2.707620,299.972420
9001,0.941389,1.138708,313.352836
9002,-2.385095,1.564518,300.782979
9003,1.337740,2.163809,302.156366
9004,0.366187,-0.341320,313.051498
9005,2.941658,2.958388,295.000000
9006,-1.628603,1.669915,318.693327
9007,0.069571,-1.809366,315.109316
9008,-0.370790,1.138469,299.336354
9009,1.715120,0.614152,300.152805
9010,2.547963,0.449289,300.245339
9011,1.476384,-1.156736,317.197220
9012,-2.470232,-0.402956,307.136722
9013,0.713819,-0.963887,311.019038
9014,1.225974,2.170955,300.866911
9015,0.596978,-1.625889,302.584174
9016,1.825981,0.928009,326.915925
9017,-1.428107,-0.001602,299.978003
9018,-2.270935,-0.760107,306.964702
9019,-2.436596,1.035613,322.179636
9020,-1.425634,-0.692877,310.415143
9021,0.828510,1.060577,296.715943
9022,1.797641,2.579911,301.849240
9023,-1.912602,-2.601022,320.294938
9024,0.080413,-2.764308,311.426510
9025,-1.790615,-1.362742,299.028960
9026,2.960205,2.809790,317.609270
9027,-2.565192,-1.327471,315.089375
9028,-2.860428,-0.566150,305.000000
9029,0.990298,0.642906,299.212996
9030,-1.375898,-0.777051,317.174347
9031,-1.588449,-0.915565,308.156472
9032,-0.061795,1.618590,327.215535
9033,-0.910468,-1.890444,298.851090
9034,1.112988,0.398611,324.061032
9035,-2.772141,-1.917459,299.561217
9036,0.799964,0.473945,320.685745
9037,1.442146,-2.243931,298.886557
9038,1.180817,0.892062,300.178613
9039,1.304434,1.740989,298.032255
9040,1.286236,-1.172902,303.189098
9041,-2.588845,0.765087,301.291208
9042,-2.226060,-0.768150,318.843486
9043,0.125857,-1.120163,310.166606
9044,-1.469010,-0.649732,296.396595
9045,-1.695621,2.696336,299.678083
9046,-1.623496,-2.896408,295.825498
9047,-2.050120,0.930247,297.977584
9048,-0.568797,-2.091076,301.417760
9049,1.168123,0.604384,317.100635
9050,1.872734,-2.784836,301.431811
9051,0.521452,-1.345059,295.000000
9052,-0.438615,2.194387,310.222874
9053,0.967380,-1.598523,304.617869
9054,-0.141941,-2.426496,314.228405
9055,2.098725,2.822562,300.407077
9056,-1.903719,0.569494,311.188546
9057,-1.886633,1.028149,300.824759
9058,-1.283876,-0.927069,305.000000
9059,-0.111364,1.925435,315.323300
9060,-1.402469,0.950135,318.312920
9061,-1.769095,-1.480365,318.908944
9062,0.288661,-2.951644,301.804028
9063,0.111857,-0.801968,298.890241
9064,-0.567767,-2.837992,298.293252
9065,-0.844883,1.984040,319.254780
9066,1.453254,2.246247,298.632772
9067,0.612121,0.301616,297.385310
9068,1.403267,-0.683343,302.328113
9069,0.774515,-1.097354,328.768016
9070,-1.701237,-0.652188,319.493451
9071,-0.780865,1.330579,322.664787
9072,-1.168214,0.447802,302.373940
9073,-2.085471,-1.222053,318.134483
9074,-2.118784,-0.301284,320.519954
9075,2.169386,-2.015760,305.000000
9076,-1.645371,-1.535985,319.755755
9077,-0.285800,-2.036937,295.000000
9078,-0.272529,2.156056,318.948818
9079,-1.025644,-0.798196,316.674714
9080,1.401357,-1.916713,301.681584
9081,-0.386420,-0.415366,301.014663
9082,1.346481,-1.073670,305.146113
9083,1.099734,-1.630075,302.809934
9084,-2.610877,-0.958258,300.021046
9085,2.016579,-2.618801,301.301980
9086,-1.290979,-0.512828,296.621003
9087,-1.623338,1.156388,312.273794
9088,2.499740,2.523047,316.741558
9089,-2.391443,-0.764380,315.484585
9090,-1.943027,0.695475,316.322757
9091,0.480519,-1.167952,302.114915
9092,0.821330,-1.100794,303.540563
9093,-1.194207,-2.308100,301.485595
9094,0.081225,-0.885055,309.702541
9095,1.797602,1.468926,299.673082
9096,-1.784907,-2.635908,295.438280
9097,1.418777,-0.724870,315.415263
9098,-1.943235,-1.400374,318.046756
9099,0.855743,-1.050403,299.820819
9100,-1.590309,-0.345174,332.402142
9101,-0.721271,1.240400,316.935043
9102,-2.350223,-0.420229,297.713074
9103,0.286091,-2.087132,305.000000
9104,-1.486772,0.982450,323.054576
9105,1.455518,-0.232886,296.596964
9106,-2.472674,-2.934203,298.547797
9107,0.743940,1.763099,299.777373
9108,1.957782,1.414805,297.187989
9109,-1.771099,0.850305,309.026473
9110,-1.833499,0.970008,315.272809
9111,2.763944,-2.510565,333.285796
9112,1.382947,0.397562,321.218707
9113,-0.641852,1.398016,303.236346
9114,-1.301236,1.308192,303.624729
9115,2.018450,-0.042709,298.846901
9116,0.688379,-1.513237,300.932502
9117,-1.029561,-0.424621,300.818218
9118,-2.045040,0.724957,324.786217
9119,0.551181,-0.402283,297.878680
9120,-1.742604,-1.688695,296.805195
9121,-2.260600,-1.339943,296.450052
9122,-2.525398,-0.065082,298.690735
9123,-1.505267,-1.205142,305.000000
9124,-2.752186,-2.174137,298.258973
9125,-1.695167,1.483985,328.542808
9126,0.610695,-2.093493,303.486725
9127,1.824851,-2.294470,304.021431
9128,0.593715,1.245565,298.659690
9129,1.977838,-2.454813,298.924169
9130,1.393183,-1.214437,321.076247
9131,0.817589,-1.438963,317.205571
9132,2.209944,2.359417,312.647788
9133,-1.457849,0.210670,303.407708
9134,-1.858382,0.770299,324.254871
9135,-1.697782,0.852942,316.046088
9136,-2.268841,-0.110290,298.097027
9137,2.275162,1.735091,302.475588
9138,-1.298047,-0.772256,298.074292
9139,-1.654475,1.682544,300.755194
9140,2.406212,1.208091,316.735626
9141,-1.377321,1.420775,317.364087
9142,-2.618226,-1.514052,300.805409
9143,-1.312199,1.439667,313.118742
9144,-2.503515,0.546593,323.844062
9145,-0.191073,1.007282,301.564131
9146,2.619297,2.400559,301.216916
9147,-0.015276,-2.513684,300.099150
9148,1.816356,0.629705,317.346950
9149,-1.035756,-2.048219,298.703696
9150,1.811506,2.990433,305.000000
9151,1.511852,0.424339,330.526234
9152,2.401044,0.667306,300.333384
9153,2.483797,0.781802,300.246470
9154,2.108203,0.383696,300.924452
9155,0.962131,0.086549,300.592745
9156,1.727608,-0.036070,297.398635
9157,0.884395,-0.819410,299.015979
9158,2.824964,-2.082198,298.536217
9159,1.374827,-0.851567,317.286988
9160,-2.664315,-0.986658,311.830490
9161,1.349064,0.454991,302.682345
9162,-1.569597,-0.891475,318.514961
9163,-2.227686,0.605661,303.022684
9164,0.652185,1.302385,300.848556
9165,0.653211,-1.008471,327.089055
9166,2.773052,-1.375355,302.435584
9167,-2.927985,2.304289,302.158122
9168,-1.639250,2.272117,323.747429
9169,2.195591,-2.795237,301.790789
9170,-2.007817,-2.819291,296.628748
9171,0.647766,-0.806419,312.400975
9172,-0.729734,-2.145539,299.745310
9173,1.725721,1.993887,301.143078
9174,1.988734,0.186229,304.587026
9175,-2.371964,-2.902659,297.398781
9176,1.573512,-2.901301,299.140983
9177,-2.252525,-0.774965,295.000000
9178,0.658848,1.317561,302.259847
9179,1.531207,-1.741861,306.807054
9180,-0.596289,1.574492,304.543402
9181,1.239659,2.442164,299.931725
9182,0.216140,-1.300125,310.576478
9183,-0.118713,-1.501024,303.544140
9184,-1.757813,2.127194,300.578716
9185,-1.927508,-2.170617,315.692755
9186,-1.813728,1.158964,307.891202
9187,-0.976250,-0.019577,301.045439
9188,1.497972,0.103646,320.311111
9189,2.712240,0.953380,327.454175
9190,-2.182840,-1.533948,298.199030
9191,1.362262,0.618339,330.551991
9192,0.488375,-0.969413,300.516888
9193,1.595710,1.172749,320.667548
9194,0.523025,-1.342973,299.380377
9195,-2.183832,0.972941,309.327183
9196,-0.509874,0.999724,315.124987
9197,0.353941,-1.599054,303.659662
9198,0.109914,1.212342,313.098628
9199,2.853329,-0.197837,306.197932
9200,0.469143,-1.503901,299.806200
9201,2.083464,1.028788,304.488207
9202,1.198217,0.018999,296.295322
9203,1.458496,2.885393,295.627365
9204,-2.466465,-0.134660,317.435328
9205,-0.922617,1.568762,309.884109
9206,0.539227,-0.781651,316.419860
9207,2.925944,-1.200175,297.475773
9208,0.058582,1.570776,297.163348
9209,2.192904,2.364447,296.904326
9210,1.321162,0.759320,325.908364
9211,1.558948,0.651035,303.047803
9212,2.384704,-1.269545,300.474700
9213,0.466061,-1.270460,310.850318
9214,0.494615,2.621503,297.252584
9215,-0.597860,2.682918,311.095819
9216,-0.780188,-2.594678,316.172455
9217,1.465133,0.783903,324.666343
9218,2.962667,0.325735,305.651657
9219,2.697584,1.604841,297.956085
9220,0.867162,-1.545775,298.251996
9221,0.482043,-1.227000,307.619771
9222,-1.460448,1.567365,298.848350
9223,0.218566,2.335891,300.820058
9224,-2.299489,2.821240,301.046665
9225,-1.295685,2.643646,296.551067
9226,-1.350993,-0.800520,318.248321
9227,2.868328,2.545781,296.879641
9228,0.000712,1.713676,305.000000
9229,1.074222,1.330200,312.945234
9230,-2.116305,-1.926888,295.828857
9231,-1.997951,2.321572,299.403354
9232,-2.298885,-0.859342,316.339745
9233,2.215663,2.413195,304.270885
9234,-0.690063,-2.324496,301.202288
9235,-1.225500,-2.949502,305.286965
9236,-0.356377,1.051959,303.482067
9237,-1.945547,-1.863082,300.977801
9238,1.526300,2.215725,300.173894
9239,-0.070005,-1.377147,315.441974
9240,1.606588,-2.316205,318.202759
9241,-1.174773,0.926360,318.005206
9242,0.668874,2.227746,299.939701
9243,1.511548,-2.575955,299.471324
9244,-2.109924,-1.251196,304.935983
9245,0.987133,0.930336,306.805310
9246,1.416749,-0.376872,300.960910
9247,-2.077142,1.327148,311.097234
9248,-2.361287,2.013465,301.622391
9249,-2.361914,-1.309459,296.307273
9250,-0.010108,-0.333646,300.301669
9251,2.282012,-2.829826,295.000000
9252,1.481024,-1.058590,300.723562
9253,1.471636,-1.567525,305.599789
9254,-2.574148,-0.865972,321.551893
9255,-1.900252,0.757962,313.385486
9256,-0.549941,2.207179,298.029721
9257,-2.139363,-2.907509,298.906740
9258,0.867761,0.633160,298.927545
9259,0.655764,-2.854163,298.978934
9260,-2.621881,-2.059184,300.621431
9261,1.312733,0.502260,312.610335
9262,2.221659,2.507711,300.373378
9263,-2.275721,0.003247,301.485907
9264,-1.770166,-2.156945,298.022095
