nodenumber,x-coordinate,y-coordinate,temperature,hole_size,leak_status
5619,-0.071499,-0.711370,301.919549,25mm,0
5620,-1.456937,0.384510,303.255228,25mm,0
5621,0.265631,-0.854617,301.014709,20mm,0
5622,1.065431,0.904783,328.919299,25mm,1
5623,1.367485,2.945810,300.078081,25mm,0
5624,2.014152,0.653148,346.153830,25mm,1
5625,0.912345,0.424595,336.870854,30mm,1
5626,-0.076930,-0.848713,318.121857,30mm,1
5627,-2.960459,1.845741,297.587364,25mm,0
5628,1.969730,-2.252120,331.207470,40mm,1
5629,0.085712,-2.787379,316.223406,40mm,1
5630,-1.788879,1.040595,303.770457,30mm,0
5631,-2.418496,0.288129,302.005670,30mm,0
5632,1.548831,-2.797619,299.592335,20mm,0
5633,0.070967,2.603202,298.322013,20mm,0
5634,-0.132277,1.104136,320.282834,20mm,1
5635,2.742468,0.941348,324.465533,25mm,1
5636,-0.511279,2.615499,299.867607,40mm,0
5637,-0.064821,-0.298409,303.158593,20mm,0
5638,1.680504,1.627349,297.303633,20mm,0
5639,2.382231,2.410450,300.032676,25mm,0
5640,-1.771850,0.710042,304.278702,30mm,0
5641,-0.807925,1.927468,315.577527,20mm,1
5642,-2.204852,2.172087,300.977203,30mm,0
5643,-0.606980,1.502334,300.989343,30mm,0
5644,2.711962,-1.802920,348.189972,20mm,1
5645,1.246296,0.820898,315.829887,25mm,1
5646,-1.916547,1.625308,332.885843,30mm,1
5647,0.939464,-1.006960,301.747911,40mm,0
5648,0.366674,-0.234779,304.071294,20mm,0
5649,-0.496825,-1.685318,310.000000,30mm,1
5650,1.656602,0.971654,327.981279,25mm,1
5651,-0.447388,-2.558511,304.518028,40mm,0
5652,-0.237515,1.325911,318.896659,25mm,1
5653,2.098637,-2.110320,342.840494,20mm,1
5654,-2.190027,-0.464624,299.329627,40mm,0
5655,1.656576,-2.812308,300.879002,20mm,0
5656,-1.807398,1.999764,326.908227,30mm,1
5657,2.496153,2.674163,301.151840,25mm,0
5658,-0.668322,2.438678,296.758544,20mm,0
5659,0.479671,-0.234017,339.032704,25mm,1
5660,2.202847,-1.777648,325.603647,20mm,1
5661,0.594268,0.741893,299.633300,25mm,0
5662,1.090343,-1.690904,317.568541,40mm,1
5663,-1.909725,-1.553821,332.633347,40mm,1
5664,-1.512988,1.160543,321.684535,25mm,1
5665,-0.492911,0.918152,316.196413,40mm,1
5666,1.850762,-2.040355,301.672127,30mm,0
5667,2.505148,-0.299254,300.231884,30mm,0
5668,0.307597,-1.011089,345.304046,30mm,1
5669,1.485048,0.901493,335.809331,25mm,1
5670,-2.047727,-1.978384,340.397566,30mm,1
5671,0.621033,1.121323,301.568284,30mm,0
5672,-2.903001,-2.208945,299.824585,30mm,0
5673,2.132916,-2.448623,300.504851,40mm,0
5674,1.015314,-0.097185,299.545545,20mm,0
5675,0.840433,2.713508,332.073184,20mm,1
5676,1.286452,-0.114105,301.506919,20mm,0
5677,-1.814665,1.831046,298.191265,30mm,0
5678,2.381779,-1.250488,303.707104,25mm,0
5679,-2.298727,2.915151,300.016544,20mm,0
5680,1.253466,0.595922,335.554780,25mm,1
5681,0.683333,-1.590813,334.356465,25mm,1
5682,-0.463507,-2.421221,301.243222,20mm,0
5683,1.433245,1.499776,301.176743,30mm,0
5684,1.108351,-1.727513,304.677587,40mm,0
5685,1.439005,-0.873433,304.400280,30mm,0
5686,2.396077,2.140614,316.780793,40mm,1
5687,0.701562,2.887117,304.196130,25mm,0
5688,-0.473875,1.800788,296.253684,40mm,0
5689,2.155744,-1.277417,322.365820,40mm,1
5690,-2.118468,-0.944129,302.487574,40mm,0
5691,0.672656,2.256866,296.850330,25mm,0
5692,-1.578859,-0.545013,324.139074,25mm,1
5693,-2.511157,-1.839965,306.980274,40mm,0
5694,1.683452,0.172160,300.871826,25mm,0
5695,1.854111,0.032012,300.743081,25mm,0
5696,-1.888165,-2.701257,297.266607,20mm,0
5697,0.410130,-2.348107,301.789299,40mm,0
5698,2.394584,-1.654056,304.511977,20mm,0
5699,-1.688636,-0.611631,318.659112,25mm,1
5700,2.565830,-0.555990,297.815407,25mm,0
5701,2.374793,-1.352179,300.679004,25mm,0
5702,2.420676,-0.942554,333.251458,25mm,1
5703,-1.694813,-1.464366,298.966002,30mm,0
5704,-1.873337,-0.908823,320.403902,30mm,1
5705,-1.390359,2.604263,301.350513,30mm,0
5706,-1.597577,-1.895118,307.766174,40mm,0
5707,1.275622,-1.315421,311.345688,40mm,1
5708,-2.395417,-1.288873,328.422645,40mm,1
5709,-2.346071,-0.624253,336.676456,25mm,1
5710,-1.599622,-0.279776,300.280235,30mm,0
5711,-0.183391,1.321937,298.056934,30mm,0
5712,0.872651,2.685138,297.725059,40mm,0
5713,1.838372,0.974991,302.813975,20mm,0
5714,-2.338533,-1.385799,305.545697,20mm,0
5715,-1.980379,-0.229951,319.055383,25mm,1
5716,-0.898788,1.631437,303.052271,30mm,0
5717,0.591954,0.146552,298.612590,25mm,0
5718,-2.491223,0.444456,300.482247,25mm,0
5719,1.006536,1.469200,322.743005,30mm,1
5720,-1.548323,-2.053026,303.030803,25mm,0
5721,1.198077,0.517187,315.766150,20mm,1
5722,1.968651,1.749246,305.637796,25mm,0
5723,-2.341333,0.885114,298.322451,40mm,0
5724,1.241066,2.624803,301.728436,30mm,0
5725,2.437604,2.102714,303.291766,20mm,0
5726,2.457455,0.947759,333.196031,30mm,1
5727,0.606089,1.959473,328.313772,40mm,1
5728,-0.123270,-0.796334,305.180665,40mm,0
5729,-0.894783,-1.745894,328.351006,25mm,1
5730,2.495417,2.351301,305.768161,40mm,0
5731,-1.458084,-2.686890,302.017726,25mm,0
5732,2.682699,-0.848804,302.094881,40mm,0
5733,-2.672681,-0.263603,302.126496,25mm,0
5734,-2.453762,0.463611,303.461692,20mm,0
5735,-0.681080,1.016408,310.389145,20mm,1
5736,2.988698,-0.897567,325.461137,40mm,1
5737,-0.506350,-2.203073,333.879620,25mm,1
5738,-2.704233,-0.682274,303.323525,25mm,0
5739,1.145716,1.438618,301.458420,30mm,0
5740,2.587893,2.734948,299.476941,20mm,0
5741,-2.094937,-0.789736,314.972072,20mm,1
5742,-2.194351,2.747605,298.912143,30mm,0
5743,-2.984207,-0.294578,302.604735,40mm,0
5744,1.544894,-0.484800,302.793159,40mm,0
5745,-1.927139,0.688911,326.484177,30mm,1
5746,0.568982,1.706769,303.063061,40mm,0
5747,2.589266,-2.465942,299.450570,20mm,0
5748,-0.318635,2.463096,301.788742,40mm,0
5749,-2.653582,-0.770718,302.367421,25mm,0
5750,2.703671,0.805516,300.403118,25mm,0
5751,-0.354945,-1.617265,310.000000,30mm,1
5752,-1.154174,-0.064365,301.311910,25mm,0
5753,0.719843,0.583510,300.509496,20mm,0
5754,0.756327,1.692412,321.858196,20mm,1
5755,-0.161715,1.420398,300.365535,20mm,0
5756,0.080167,0.301148,310.500212,40mm,1
5757,2.241452,1.576794,301.914400,30mm,0
5758,2.112717,-1.162525,323.193271,30mm,1
5759,-0.009869,1.933699,305.111954,40mm,0
5760,-0.959944,-2.610725,302.815319,40mm,0
5761,-0.423944,-2.451830,303.490262,30mm,0
5762,2.528060,0.642223,317.651235,20mm,1
5763,-2.534005,2.758361,300.797017,40mm,0
5764,2.196609,-1.263363,303.232385,40mm,0
5765,-0.718830,2.227631,299.946608,30mm,0
5766,-1.602553,-0.885345,344.195206,20mm,1
5767,0.126707,-2.875958,316.840713,40mm,1
5768,-2.469045,-1.824103,302.846166,20mm,0
5769,0.982280,-2.625394,301.510800,25mm,0
5770,2.006700,1.515112,298.790193,25mm,0
5771,-1.054118,1.296987,304.436528,20mm,0
5772,-0.178505,2.726686,300.222656,20mm,0
5773,-1.270160,2.995612,301.210541,40mm,0
5774,-2.883404,2.982552,303.246570,40mm,0
5775,2.777985,1.773387,298.853771,30mm,0
5776,0.802729,0.542624,297.574359,20mm,0
5777,-0.195848,-2.064389,299.129313,25mm,0
5778,2.718178,-1.364146,317.361189,25mm,1
5779,1.597353,0.423943,310.000000,25mm,1
5780,-2.380440,1.912229,335.616678,25mm,1
5781,-1.562409,1.233542,347.738878,30mm,1
5782,-1.979144,-1.103371,301.040312,25mm,0
5783,-1.742034,2.308050,304.277906,20mm,0
5784,2.632630,-2.934558,298.001794,30mm,0
5785,0.190772,-2.751967,318.144579,40mm,1
5786,1.714159,-0.681585,323.362313,25mm,1
5787,-0.408330,-1.252625,299.835676,25mm,0
5788,2.321414,1.207765,314.049896,20mm,1
5789,-2.755360,1.033629,300.303538,30mm,0
5790,1.336009,2.003804,302.808294,20mm,0
5791,2.217202,-1.015865,327.126608,20mm,1
5792,2.529554,2.499740,301.412602,40mm,0
5793,-1.294280,-2.053547,304.132027,25mm,0
5794,-1.715798,0.674155,318.476045,20mm,1
5795,-1.747415,-1.578920,325.858662,40mm,1
5796,-1.480701,1.257216,342.408970,40mm,1
5797,2.487288,2.107512,295.181002,30mm,0
5798,1.433994,1.177368,310.000000,30mm,1
5799,0.714778,1.472074,299.266973,30mm,0
5800,1.522931,0.258645,316.387338,20mm,1
5801,2.625156,1.419940,300.110163,20mm,0
5802,2.423479,-1.114810,318.852746,30mm,1
5803,-1.541253,1.468504,302.778526,30mm,0
5804,0.556368,2.315178,301.743218,40mm,0
5805,1.516551,2.500759,321.185965,30mm,1
5806,0.968089,0.648423,297.014559,30mm,0
5807,-0.774459,-1.964156,299.956837,30mm,0
5808,-1.233911,1.579848,301.276045,40mm,0
5809,-0.225122,-0.488557,300.226627,30mm,0
5810,-0.718484,0.840466,320.861163,30mm,1
5811,1.410757,0.550781,312.942818,25mm,1
5812,-1.997194,-0.556958,296.514641,25mm,0
5813,-2.384493,2.113419,302.428061,25mm,0
5814,0.844582,0.878663,336.964668,20mm,1
5815,1.550734,-0.769182,300.022438,40mm,0
5816,0.018509,2.643368,301.635951,30mm,0
5817,0.143470,0.647929,305.195139,20mm,0
5818,-2.943871,-0.293326,313.260130,40mm,1
5819,-1.007557,-2.070349,303.819470,30mm,0
5820,-0.328185,0.426945,322.347490,20mm,1
5821,-2.215666,-1.827776,325.429522,25mm,1
5822,1.622484,-1.983229,300.670816,30mm,0
5823,1.434331,2.609573,317.552661,25mm,1
5824,-1.176290,0.314581,300.589936,30mm,0
5825,0.831519,-0.988127,302.646315,20mm,0
5826,-2.486098,2.054798,301.182761,20mm,0
5827,1.478514,2.952909,299.947243,30mm,0
5828,-1.695041,2.915423,298.515437,40mm,0
5829,0.736975,-2.082667,299.690602,40mm,0
5830,-1.253741,1.601195,323.855215,25mm,1
5831,1.095490,2.905060,302.503950,40mm,0
5832,0.817748,1.566729,302.883354,30mm,0
5833,0.573136,-1.327081,332.723245,25mm,1
5834,-1.502337,2.194932,324.620708,30mm,1
5835,1.358826,-0.108655,299.760878,40mm,0
5836,-2.392225,-1.865744,320.108789,40mm,1
5837,1.175684,-2.183861,332.068787,25mm,1
5838,-2.020282,1.672789,325.469980,30mm,1
5839,2.730804,-1.242158,310.000000,25mm,1
5840,2.203887,-2.089509,324.783202,40mm,1
5841,0.690307,2.874673,301.426212,30mm,0
5842,0.377039,-1.235944,300.685835,20mm,0
5843,-1.984312,-1.811354,302.650545,30mm,0
5844,-2.294657,2.941335,300.015033,40mm,0
5845,-1.742885,-0.268028,298.164950,20mm,0
5846,1.193402,0.840240,323.805359,25mm,1
5847,-2.460823,2.265013,300.389251,40mm,0
5848,0.678448,-0.737967,328.685022,25mm,1
5849,-0.900627,0.307904,301.736798,40mm,0
5850,-0.153391,-0.997340,296.847291,40mm,0
5851,2.195678,2.704595,300.981528,25mm,0
5852,-2.527619,0.189631,303.119403,25mm,0
5853,1.565780,0.188805,296.983853,40mm,0
5854,-1.030789,-0.193342,304.560709,40mm,0
5855,2.183516,-1.735291,316.783427,20mm,1
5856,2.913243,0.130998,297.803160,20mm,0
5857,-1.071162,1.313178,327.174989,20mm,1
5858,-1.404927,1.004272,302.944487,20mm,0
5859,-0.006742,1.728363,297.422256,25mm,0
5860,-2.903296,-2.831010,300.119738,30mm,0
5861,0.464211,0.980958,320.453599,30mm,1
5862,1.543479,-2.026952,335.092553,20mm,1
5863,1.228098,-1.937677,321.639688,40mm,1
5864,-2.059422,-0.441564,300.632866,40mm,0
5865,1.658652,-1.563560,303.449943,40mm,0
5866,-2.332565,-0.812766,302.556208,30mm,0
5867,-0.931712,1.094061,331.697771,40mm,1
5868,1.333400,2.423857,301.574108,20mm,0
5869,-0.676145,1.306604,302.383379,30mm,0
5870,1.628840,2.490833,300.964324,20mm,0
5871,-1.088519,1.938893,333.123504,40mm,1
5872,-2.766166,2.086742,300.163490,40mm,0
5873,0.453992,-2.243308,301.453128,25mm,0
5874,-2.112250,2.907927,301.282851,30mm,0
5875,2.803627,1.290750,297.252460,20mm,0
5876,0.469333,-1.402061,325.023306,40mm,1
5877,-1.212844,1.680289,302.984546,40mm,0
5878,-1.948182,1.140029,300.860577,25mm,0
5879,-0.301636,-1.329048,303.794835,25mm,0
5880,3.450584,-1.529481,319.961382,25mm,1
5881,1.288664,2.172210,300.452232,30mm,0
5882,-1.153503,-2.241443,305.793220,40mm,0
5883,-1.677074,0.753905,306.681087,25mm,0
5884,2.436117,-0.841008,298.542242,20mm,0
5885,0.273925,-1.642426,299.672601,30mm,0
5886,-2.054195,-2.574065,301.964554,30mm,0
5887,-2.049061,1.444337,323.530139,25mm,1
5888,-2.892136,-2.526724,299.747179,20mm,0
5889,-1.102068,-2.034267,302.754706,25mm,0
5890,-0.214401,2.563049,298.904095,25mm,0
5891,1.885073,-2.364760,298.975599,20mm,0
5892,-2.056984,-0.169861,321.566108,40mm,1
5893,1.944029,-0.905632,328.813328,40mm,1
5894,1.977863,1.223620,299.208566,25mm,0
5895,2.358005,-1.524252,325.794340,30mm,1
5896,-2.566810,-2.816085,301.300078,30mm,0
5897,-1.790236,-2.018064,301.636052,40mm,0
5898,-1.406786,-0.327398,297.181347,20mm,0
5899,-2.157072,-0.893626,315.949442,40mm,1
5900,2.090294,2.817722,300.292461,20mm,0
5901,-2.574076,-1.195647,339.955823,40mm,1
5902,0.393083,-1.124778,330.273658,20mm,1
5903,-1.492848,-1.076594,299.653566,25mm,0
5904,-1.117039,-1.550996,298.880915,25mm,0
5905,-2.853791,0.343361,302.538113,20mm,0
5906,-1.121289,-0.991536,334.300744,20mm,1
5907,1.502524,0.548961,305.170778,40mm,0
5908,0.916477,-1.570903,299.688699,30mm,0
5909,-1.071570,1.044983,303.442322,40mm,0
5910,-0.706961,-2.181707,304.997305,30mm,0
5911,0.926036,-0.080517,297.419286,25mm,0
5912,0.992429,2.739293,298.317024,30mm,0
5913,-1.762206,-1.455028,326.314180,30mm,1
5914,2.472182,2.833972,301.502314,40mm,0
5915,1.637146,0.677685,301.721225,40mm,0
5916,-0.037356,2.544993,301.010013,40mm,0
5917,1.689139,2.584846,302.915971,25mm,0
5918,-1.904417,0.699527,307.121467,20mm,0
5919,0.841698,-2.374892,319.026966,25mm,1
5920,-1.368273,-1.692652,301.370224,20mm,0
5921,-1.929592,-2.738121,331.039968,20mm,1
5922,-2.360284,-0.926515,300.966242,30mm,0
5923,2.201676,0.060181,302.246424,20mm,0
5924,-1.848469,2.783648,302.532806,30mm,0
5925,-2.209458,-0.911666,327.848405,30mm,1
5926,0.805299,-2.986966,322.065110,30mm,1
5927,-1.752672,-0.620618,300.169318,40mm,0
5928,0.548044,1.788357,299.350688,25mm,0
5929,-2.197331,2.719843,297.289858,20mm,0
5930,2.943862,-1.766258,342.395533,30mm,1
5931,0.496690,-2.711069,339.438009,25mm,1
5932,0.033866,-1.822415,319.575882,20mm,1
5933,-2.040394,-1.102752,321.227349,25mm,1
5934,2.035739,-0.725826,327.702376,30mm,1
5935,0.220584,-1.319377,342.701079,40mm,1
5936,-3.036456,-1.333946,318.743725,20mm,1
5937,-1.300506,-2.345861,302.594830,30mm,0
5938,-2.004534,-0.807343,339.185935,30mm,1
5939,-2.924053,-2.992778,305.281779,30mm,0
5940,0.239061,-1.060061,303.043712,20mm,0
5941,0.446303,0.711283,305.269217,40mm,0
5942,1.487354,0.340891,298.109682,25mm,0
5943,-1.065819,1.050695,338.836371,40mm,1
5944,-1.080307,-1.900062,302.455417,40mm,0
5945,1.250238,1.972466,304.061597,20mm,0
5946,-0.496164,1.781673,300.877807,20mm,0
5947,0.874163,2.979605,299.980849,25mm,0
5948,2.233822,-1.456178,325.812597,30mm,1
5949,-1.833049,1.075862,320.478565,20mm,1
5950,-2.842260,-0.341389,301.616821,25mm,0
5951,-1.435754,1.356037,317.967398,40mm,1
5952,1.030408,-1.800876,336.951387,20mm,1
5953,0.067653,-0.046047,299.510847,40mm,0
5954,-0.018014,-1.839041,302.852704,25mm,0
5955,0.707733,1.097892,298.782094,20mm,0
5956,2.296779,-1.827424,325.391225,40mm,1
5957,1.829978,1.212698,325.387943,25mm,1
5958,-1.159363,-0.148635,298.667202,20mm,0
5959,-1.099497,0.173008,322.644339,30mm,1
5960,1.148750,1.304894,342.001311,20mm,1
5961,2.306502,-2.108035,310.000000,25mm,1
5962,0.392458,-1.189645,321.559726,25mm,1
5963,0.038808,0.252193,330.445023,30mm,1
5964,0.399936,-1.370406,305.361239,20mm,0
5965,1.077273,-2.498065,323.209589,40mm,1
5966,-0.669553,2.759909,304.817831,40mm,0
5967,-2.824312,-0.361415,301.000180,20mm,0
5968,1.554032,-2.384904,297.242299,40mm,0
5969,2.354250,-1.016563,329.296737,25mm,1
5970,-2.891854,0.570185,300.818987,20mm,0
5971,-1.260029,-0.925200,316.931804,20mm,1
5972,-2.104503,-1.390954,301.782961,20mm,0
5973,2.577360,-1.917513,315.314408,30mm,1
5974,-2.120206,-2.122983,316.917656,30mm,1
5975,-2.398609,2.592970,302.392187,30mm,0
5976,1.788279,-1.717722,297.232694,25mm,0
5977,-2.011554,-2.747097,303.179256,30mm,0
5978,2.204097,-1.737134,321.488573,30mm,1
5979,-2.996221,-0.877191,332.313221,30mm,1
5980,0.408825,0.084253,301.984064,25mm,0
5981,0.026997,-1.062588,299.474804,20mm,0
5982,1.116456,-2.866063,306.352426,20mm,0
5983,-1.763371,-0.880794,328.340778,20mm,1
5984,-1.410415,-1.672380,298.199503,40mm,0
5985,0.277948,-1.311303,331.598777,20mm,1
5986,0.701076,0.653410,330.563824,30mm,1
5987,-2.039283,0.247951,301.894388,40mm,0
5988,2.120374,2.486043,301.986450,25mm,0
5989,1.543834,0.516663,300.157434,20mm,0
5990,1.925683,-2.022119,299.440214,25mm,0
5991,-1.716230,2.832253,303.056706,40mm,0
5992,1.835347,-2.524502,299.490404,30mm,0
5993,2.469102,-1.625553,327.623088,20mm,1
5994,2.487292,-0.395874,300.564114,40mm,0
5995,-1.558205,-2.430208,297.096267,40mm,0
5996,0.083799,1.252226,302.479503,20mm,0
5997,-1.685754,-0.197235,320.591178,40mm,1
5998,0.686605,-0.671444,310.000000,25mm,1
5999,-2.225924,2.073946,306.702498,20mm,0
6000,-2.947038,-0.597992,300.685302,40mm,0
6001,-0.584275,1.695468,310.000000,40mm,1
6002,1.395787,0.436527,310.000000,40mm,1
6003,0.268800,2.576944,297.182097,20mm,0
6004,-1.831687,0.849432,326.735464,25mm,1
6005,-1.550199,1.201823,326.041815,20mm,1
6006,-1.074869,1.430053,338.354791,20mm,1
6007,-0.625375,0.312460,300.409915,40mm,0
6008,-1.089838,2.390668,298.822641,30mm,0
6009,-1.766462,-1.317135,296.041061,20mm,0
6010,-0.979349,-0.054156,299.473053,30mm,0
6011,-0.402162,-2.573853,302.370167,30mm,0
6012,-0.241065,-1.738889,303.136094,30mm,0
6013,-0.580753,2.001864,302.786524,20mm,0
6014,-2.169324,-0.322687,302.514216,25mm,0
6015,-1.074452,2.842327,339.577417,40mm,1
6016,-2.932383,-0.885922,296.974576,20mm,0
6017,0.957282,1.296082,297.142945,40mm,0
6018,2.189811,0.218098,302.067459,20mm,0
6019,2.287184,-0.472852,296.143756,20mm,0
6020,-1.896368,-1.234752,317.965469,20mm,1
6021,1.238232,-0.926522,301.044033,30mm,0
6022,-0.488378,0.503024,300.118803,25mm,0
6023,-2.699367,-0.149334,303.437768,40mm,0
6024,-1.963472,2.115793,305.858960,30mm,0
6025,0.043321,0.465075,317.724593,20mm,1
6026,-2.349324,-2.699235,321.450990,30mm,1
6027,1.387742,2.564768,299.631954,20mm,0
6028,-2.849037,1.351049,302.868837,30mm,0
6029,-2.093172,-0.809433,340.428363,30mm,1
6030,-2.495102,-0.696174,332.199511,40mm,1
6031,2.311433,-2.479761,304.277919,30mm,0
6032,2.590442,2.981697,297.301389,20mm,0
6033,2.491911,-1.853347,327.613167,25mm,1
6034,0.677958,1.353003,301.216148,30mm,0
6035,0.971343,0.302582,299.761962,25mm,0
6036,-0.983587,-2.398850,315.847333,20mm,1
6037,1.962209,-1.880319,329.978872,30mm,1
6038,-0.549607,2.321493,333.368755,25mm,1
6039,0.030948,2.126576,302.458512,40mm,0
6040,1.744837,0.791787,316.686573,20mm,1
6041,0.908402,0.209429,303.095443,20mm,0
6042,0.001537,-1.360759,302.064101,30mm,0
6043,1.096397,-1.155227,314.668891,25mm,1
6044,1.268741,1.011740,329.490088,40mm,1
6045,-0.328193,-1.565757,329.877215,40mm,1
6046,1.240548,0.265877,341.132253,25mm,1
6047,1.799348,2.551968,302.380311,30mm,0
6048,1.771722,0.784678,299.611817,40mm,0
6049,0.294786,0.499809,300.368172,25mm,0
6050,-2.342809,0.320630,327.562362,40mm,1
6051,2.314946,1.729964,302.416164,25mm,0
6052,1.046015,0.880060,298.795837,25mm,0
6053,-2.225482,-0.623686,321.160945,30mm,1
6054,-1.660306,-2.271254,310.055201,30mm,1
6055,0.594596,-2.466423,298.916004,40mm,0
6056,-1.719921,-1.047657,302.148010,25mm,0
6057,0.594066,-2.569588,297.673237,25mm,0
6058,-0.784019,2.332415,304.832531,40mm,0
6059,2.444779,-2.265111,302.648829,25mm,0
6060,2.954018,-1.517853,323.867003,20mm,1
6061,1.914832,0.334221,301.451170,30mm,0
6062,-2.256177,-0.663966,342.898022,40mm,1
6063,1.238914,-2.800963,301.617714,20mm,0
6064,-1.151478,1.322792,325.023302,20mm,1
6065,-1.265098,2.713560,302.481326,25mm,0
6066,-0.865929,-2.553801,302.058883,40mm,0
6067,-1.282254,0.653508,315.294035,20mm,1
6068,-1.531130,-0.741776,303.125091,25mm,0
6069,1.070735,0.011170,336.219578,25mm,1
6070,0.246426,-1.100987,300.233517,25mm,0
6071,-1.093354,-1.431919,299.746927,30mm,0
6072,-1.524002,0.192521,300.202884,40mm,0
6073,2.887545,-0.710301,300.000252,25mm,0
6074,1.391807,-2.742976,296.821669,40mm,0
6075,-2.752839,1.767065,336.743460,25mm,1
6076,1.465840,-2.468081,318.358848,40mm,1
6077,-2.409375,2.876523,299.812187,25mm,0
6078,1.980701,1.077311,302.263847,20mm,0
6079,0.237138,-1.902014,297.501642,20mm,0
6080,1.727334,-2.692279,302.026926,25mm,0
6081,0.514733,-2.026351,339.325367,40mm,1
6082,0.356555,0.811568,325.927357,40mm,1
6083,-0.448151,0.624433,304.477084,40mm,0
6084,3.402402,-1.742140,318.841097,30mm,1
6085,1.262085,0.803233,332.310309,40mm,1
6086,-1.565428,0.782559,300.680008,20mm,0
6087,1.170518,0.853950,331.399994,25mm,1
6088,0.757814,1.914345,301.712099,40mm,0
6089,-2.356061,1.205553,312.331217,30mm,1
6090,2.255604,-1.943598,296.944198,40mm,0
6091,0.246882,-2.083119,334.743287,30mm,1
6092,-1.425988,1.535655,333.961385,20mm,1
6093,1.188292,2.112361,323.244568,20mm,1
6094,-2.011345,-0.423050,301.295124,30mm,0
6095,-1.473520,-0.546649,300.664336,30mm,0
6096,-2.739525,0.798908,301.559785,25mm,0
6097,0.136397,-0.434754,304.845091,30mm,0
6098,0.233979,-1.627625,329.384577,25mm,1
6099,-0.767101,1.150460,338.736280,40mm,1
6100,-1.639383,-0.264704,306.290030,20mm,0
6101,2.148956,-1.710064,310.000000,30mm,1
6102,-2.710884,-0.839697,300.209818,25mm,0
6103,0.332026,-1.944707,331.166036,30mm,1
6104,-0.443803,1.336339,303.532928,25mm,0
6105,2.402831,-2.810900,337.526068,20mm,1
6106,0.581808,0.606618,320.540461,20mm,1
6107,-1.889090,-0.200630,300.441232,40mm,0
6108,-0.784122,1.156320,324.170406,25mm,1
6109,0.971482,1.507063,295.000000,20mm,0
6110,1.685184,-1.811610,304.056360,30mm,0
6111,-0.637685,-1.635470,301.806262,30mm,0
6112,-1.593975,0.694744,324.181041,20mm,1
6113,-1.875474,1.174543,351.019020,30mm,1
6114,1.356999,1.385165,300.593680,20mm,0
6115,2.011300,2.294611,315.063709,40mm,1
6116,2.032905,-0.116644,303.345978,30mm,0
6117,2.089648,-0.972647,297.637783,20mm,0
6118,1.564371,0.966998,303.954741,25mm,0
6119,-2.374932,-2.186300,301.217213,40mm,0
6120,0.458224,-1.883267,301.578516,25mm,0
6121,2.231069,-1.593725,326.450491,20mm,1
6122,1.754568,0.387220,335.757246,25mm,1
6123,2.091517,0.282112,298.989330,20mm,0
6124,-1.345845,-1.388660,316.999964,20mm,1
6125,0.689605,2.863126,296.747149,40mm,0
6126,2.340032,-0.972029,303.838914,25mm,0
6127,-2.565978,1.092630,328.191118,25mm,1
6128,-2.594985,0.112206,298.607123,30mm,0
6129,-2.699236,-1.900620,334.834212,40mm,1
6130,1.585026,-0.370360,333.331436,40mm,1
6131,0.146131,0.372011,302.233836,30mm,0
6132,0.326681,-2.471573,332.167965,25mm,1
6133,-2.107594,1.584009,301.532701,40mm,0
6134,-3.605609,-1.114941,332.361036,25mm,1
6135,-2.505418,2.683971,327.088184,30mm,1
6136,1.116854,0.387960,317.340462,40mm,1
6137,0.668969,1.176188,297.941949,25mm,0
6138,-2.481754,-2.478076,300.096521,30mm,0
6139,1.784043,-2.548245,342.842411,30mm,1
6140,0.587501,-2.628000,297.282055,40mm,0
6141,-2.748435,1.040999,303.307883,30mm,0
6142,-1.638444,-1.049641,337.650146,40mm,1
6143,2.297958,-1.080684,342.206276,25mm,1
6144,1.040415,0.361986,329.175215,25mm,1
6145,0.944666,2.370400,300.795264,25mm,0
6146,0.859853,-0.912548,302.717184,40mm,0
6147,-1.886808,-0.383557,330.406943,25mm,1
6148,-2.277007,1.595582,319.450817,40mm,1
6149,-0.448088,1.284128,310.000000,25mm,1
6150,1.970214,1.749186,305.115708,40mm,0
6151,0.987717,1.981412,318.764488,40mm,1
6152,2.219157,2.205813,301.781312,40mm,0
6153,-2.461930,0.856401,301.609965,20mm,0
6154,2.750957,-1.295269,305.234895,40mm,0
6155,2.519226,-2.669060,303.439283,40mm,0
6156,-1.500880,1.166942,301.140609,25mm,0
6157,0.257951,0.153358,301.733399,25mm,0
6158,1.738197,-2.371450,299.104590,30mm,0
6159,-0.460738,1.203845,298.328731,40mm,0
6160,0.713964,-2.893841,304.606479,40mm,0
6161,0.860612,0.561043,297.710773,40mm,0
6162,-1.286048,-1.889348,300.041305,25mm,0
6163,1.007051,0.985588,329.803844,40mm,1
6164,-0.188632,2.072322,300.558312,20mm,0
6165,-1.072924,-0.460963,300.380732,30mm,0
6166,0.061576,-0.397294,303.142896,20mm,0
6167,-2.172655,-2.471754,300.173617,20mm,0
6168,1.595579,-2.867084,300.868687,40mm,0
6169,2.465982,-1.165529,300.341251,30mm,0
6170,-0.835402,2.963332,322.051936,30mm,1
6171,2.954751,-0.541529,326.106317,40mm,1
6172,0.072880,2.516954,304.474021,25mm,0
6173,-2.771591,1.627090,302.886165,20mm,0
6174,0.914749,-1.770677,299.768363,30mm,0
6175,-2.386525,-0.448215,317.019699,20mm,1
6176,-0.652672,2.875545,310.000000,25mm,1
